entity,question,answer,baseline
Moon,What is the approximate diameter of the Moon?,"['3,474 km']","The approximate diameter of the Moon is about 2,159 miles (3,475 kilometers)."
Moon,Which part of the Moon is believed to have the thickest crust?,['Far side'],"The part of the Moon believed to have the thickest crust is the Procellarum region, also known as the ""dark side"" of the Moon. This region is characterized by a thick crust, estimated to be around"
Moon,What causes the Moon to appear larger on the horizon?,['Moon illusion'],"The Moon appears larger on the horizon due to an optical illusion called the ""Moon Illusion"" or ""Layser Illusion"".

Here's what happens:

1. **Angular size**: When the Moon is overhead, it subt"
Moon,What is the term for the temporary atmosphere detected around the Moon?,['Lunar exosphere'],"The term for the temporary atmosphere detected around the Moon is ""exosphere"".

The exosphere is a very thin layer of gases that surrounds the Moon. It is composed of gases such as helium, neon, and argon, which"
Moon,Which Apollo mission nearly ended in disaster but returned safely to Earth?,['Apollo 13'],"The Apollo 13 mission, which launched on April 11, 1970, and returned to Earth on April 17, 1970.

The mission was intended to be the third manned mission to land on the Moon."
Great Wall of China,In which country is the Great Wall of China located?,['China'],"That's an easy one! The Great Wall of China is located in China, of course!"
Great Wall of China,Which Chinese dynasty started building the first sections of the Great Wall?,['Qin Dynasty'],"The first sections of the Great Wall were built during the 7th and 6th centuries BC, by several small states in the region to protect their borders from nomadic tribes.

The most famous and well-preserved sections of"
Great Wall of China,What was the primary purpose of the Great Wall of China?,['Defense'],"The primary purpose of the Great Wall of China was to serve as a military defense system to protect the Chinese Empire from invasions by nomadic tribes.

The wall was built to:

1. Prevent invasions: The wall was designed"
Great Wall of China,Approximately how long is the Great Wall of China?,"['21,196 km']","The Great Wall of China is approximately 13,171 miles (21,196 kilometers) long. However, the exact length of the wall is difficult to measure accurately due to its complex and winding path.

It's worth noting that"
Great Wall of China,During which dynasty was most of the existing Great Wall rebuilt?,['Ming Dynasty'],"Most of the existing Great Wall of China was rebuilt during the Ming Dynasty (1368-1644). The Ming Dynasty built over 4,000 miles (6,400 km) of the Great Wall, which is the majority"
Great Wall of China,What material was primarily used in the construction of the Great Wall?,"['Stone, brick, and tamped earth']","The primary material used in the construction of the Great Wall of China is stone. The most commonly used stones are:

1. Granite: Used for the foundation and core of the wall.
2. Limestone: Used for the upper"
Great Wall of China,Which emperor ordered the construction of the first Great Wall sections?,['Qin Shi Huang'],"The first Great Wall sections were built during the 7th and 6th centuries BC, by several small states in the region to protect themselves from nomadic tribes.

The most famous and well-known sections of the Great Wall were"
Great Wall of China,What major nomadic group was the Great Wall built to defend against?,['Xiongnu'],"The Great Wall of China was built to defend against the nomadic tribes of the Eurasian Steppe, particularly the Xiongnu Confederation.

The Xiongnu were a powerful and nomadic confederation that roamed the Euras"
Great Wall of China,Is the Great Wall of China visible from space with the naked eye?,['No'],"A common myth!

The Great Wall of China is not visible from space with the naked eye. This myth likely originated from a 1938 book by a German writer, Willy Ley, who claimed that the wall was visible from"
Great Wall of China,What is the name of the famous pass that is a key section of the Great Wall?,['Jiayuguan Pass'],"The famous pass you're referring to is the Mutianyu Pass (). It's a key section of the Great Wall of China, located in Beijing's Huairou District. Mutianyu Pass is known for its steep climbs,"
Great Wall of China,Which UNESCO designation does the Great Wall of China hold?,['World Heritage Site'],The Great Wall of China holds the UNESCO World Heritage designation. It was inscribed as a World Heritage Site in 1987.
Great Wall of China,What is the name of the famous Beijing section of the Great Wall that attracts many tourists?,['Badaling'],The famous Beijing section of the Great Wall that attracts many tourists is called Badaling Great Wall ().
Great Wall of China,What structure was built along the Great Wall to serve as lookout points?,['Watchtowers'],"The structure built along the Great Wall to serve as lookout points is called a ""watchtower"" or ""beacon tower"".

Watchtowers were built at regular intervals along the Great Wall, typically every 1-2 kilometers."
Great Wall of China,What was the name of the laborers who built the Great Wall?,"['Soldiers, peasants, and prisoners']","The laborers who built the Great Wall of China were primarily conscripted soldiers, prisoners, and local villagers.

During the Qin Dynasty (221-206 BCE), the laborers were mostly prisoners and soldiers who were forced to work"
Great Wall of China,Which famous trade route was influenced by the Great Wall?,['Silk Road'],"The famous trade route influenced by the Great Wall is the Silk Road. The Silk Road was a network of trade routes that connected China with the Mediterranean region. The Great Wall of China, built to protect the Chinese Empire from invasions"
Great Wall of China,Which Chinese philosophy influenced the idea of the Great Wall as a protective barrier?,['Legalism'],"The Chinese philosophy that influenced the idea of the Great Wall as a protective barrier is Taoism.

In Taoist philosophy, the concept of ""yin and yang"" is central. Yin represents the receptive, passive, and feminine principles"
Great Wall of China,What natural feature was used to enhance the Great Wall’s defense?,['Mountains'],"The natural feature used to enhance the Great Wall's defense is the mountainous terrain of China. The Great Wall was built to take advantage of the natural barriers provided by the mountains.

In particular, the Great Wall was built on mountain"
Great Wall of China,Which animal is commonly associated with myths about the Great Wall’s construction?,['Dragon'],"The animal commonly associated with myths about the Great Wall's construction is the Dragon. In Chinese mythology, dragons are said to have helped build the Great Wall, and are often depicted in art and literature as being involved in the wall's"
Great Wall of China,Which province in China has the longest remaining section of the Great Wall?,['Gansu'],"The province with the longest remaining section of the Great Wall is Hebei Province.

Hebei Province has a total length of 3,460 kilometers (2,150 miles) of the Great Wall, which is the longest remaining section"
Great Wall of China,What is the name of the easternmost section of the Great Wall?,['Shanhaiguan'],"The easternmost section of the Great Wall is known as the Shanhai Pass (also spelled Shanhai Gate). It is located in Hebei Province, China."
Great Wall of China,Which modern Chinese leader promoted the preservation of the Great Wall?,['Deng Xiaoping'],"The modern Chinese leader who promoted the preservation of the Great Wall is Deng Xiaoping.

During his tenure as the Paramount Leader of China from 1978 to 1992, Deng Xiaoping recognized the importance of preserving China's cultural"
Great Wall of China,Which famous structure in China is often confused with the Great Wall?,['Forbidden City'],"The famous structure in China that is often confused with the Great Wall is the Long Wall of Qi (also known as the Qi Great Wall).

The Long Wall of Qi was a series of fortifications built by the state of Qi during"
