subj_id,subj,subject_count,question_ids,questions,s_pop,popularity_rank
1061545,Le Mentor,3,"[2449865, 2449867, 2449868]","['Who was the producer of Le Mentor?', 'Who was the director of Le Mentor?', 'Who was the screenwriter for Le Mentor?']",107,11582
2384700,PK,3,"[5364533, 5364534, 5364535]","['Who was the producer of PK?', 'Who was the director of PK?', 'Who was the screenwriter for PK?']",40668,1058
254979,From Beyond,3,"[619018, 619023, 619024]","['Who was the producer of From Beyond?', 'Who was the screenwriter for From Beyond?', 'Who was the composer of From Beyond?']",17401,1834
533106,The Artist,3,"[1195980, 1195988, 1195991]","['Who was the producer of The Artist?', 'Who was the director of The Artist?', 'Who was the composer of The Artist?']",26013,1447
687178,Calendar,3,"[1537486, 1537488, 1537489]","['Who was the producer of Calendar?', 'Who was the director of Calendar?', 'Who was the screenwriter for Calendar?']",408,8464
1910731,Another Year,3,"[4350002, 4350005, 4350006]","['Who was the producer of Another Year?', 'Who was the screenwriter for Another Year?', 'Who was the composer of Another Year?']",4064,3734
532975,Sisters,3,"[1195619, 1195622, 1195624]","['Who was the producer of Sisters?', 'Who was the director of Sisters?', 'Who was the screenwriter for Sisters?']",10858,2439
942710,Michael Jackson,3,"[2155451, 2155468, 2155469]","[""What is Michael Jackson's occupation?"", 'Who is the father of Michael Jackson?', 'Who is the mother of Michael Jackson?']",753723,17
633774,Troy,3,"[1417206, 1417211, 1417212]","['What genre is Troy?', 'Who was the screenwriter for Troy?', 'Who was the composer of Troy?']",118889,416
1805493,Tim,3,"[4120648, 4120649, 4120650]","['What genre is Tim?', 'Who was the producer of Tim?', 'Who was the director of Tim?']",2211,4821
2929548,The Touch,3,"[6526942, 6526943, 6526944]","['Who was the producer of The Touch?', 'Who was the director of The Touch?', 'Who was the screenwriter for The Touch?']",1591,5487
230768,Close My Eyes,3,"[564589, 564590, 564591]","['Who was the director of Close My Eyes?', 'Who was the screenwriter for Close My Eyes?', 'Who was the composer of Close My Eyes?']",4981,3452
2222748,The Circus,3,"[5032350, 5032353, 5032354]","['Who was the producer of The Circus?', 'Who was the screenwriter for The Circus?', 'Who was the composer of The Circus?']",3534,3970
1316192,The Soldier,3,"[3083519, 3083521, 3083522]","['Who was the producer of The Soldier?', 'Who was the director of The Soldier?', 'Who was the screenwriter for The Soldier?']",2042,4976
1715660,Dog,3,"[3928590, 3928592, 3928593]","['Who was the producer of Dog?', 'Who was the director of Dog?', 'Who was the screenwriter for Dog?']",146,10877
2616299,Style,3,"[5843852, 5843853, 5843854]","['Who was the director of Style?', 'Who was the screenwriter for Style?', 'Who was the composer of Style?']",3643,3919
21461,The Message,3,"[53422, 53424, 53427]","['What genre is The Message?', 'Who was the producer of The Message?', 'Who was the screenwriter for The Message?']",1382,5763
556579,The Saint,3,"[1249014, 1249018, 1249019]","['What genre is The Saint?', 'Who was the director of The Saint?', 'Who was the screenwriter for The Saint?']",17262,1848
116655,The Shout,3,"[288740, 288741, 288744]","['What genre is The Shout?', 'Who was the producer of The Shout?', 'Who was the screenwriter for The Shout?']",3509,3980
116457,The Car,3,"[288195, 288201, 288204]","['What genre is The Car?', 'Who was the producer of The Car?', 'Who was the director of The Car?']",17011,1865
1009305,The Family,3,"[2313461, 2313464, 2313465]","['Who was the producer of The Family?', 'Who was the director of The Family?', 'Who was the screenwriter for The Family?']",18845,1759
1317549,Glass,3,"[3087676, 3087678, 3087683]","['What genre is Glass?', 'Who was the producer of Glass?', 'Who was the screenwriter for Glass?']",369,8715
789802,Together,3,"[1787216, 1787218, 1787219]","['What genre is Together?', 'Who was the director of Together?', 'Who was the screenwriter for Together?']",1210,6059
61564,The Birds,3,"[152398, 152402, 152403]","['Who was the producer of The Birds?', 'Who was the director of The Birds?', 'Who was the screenwriter for The Birds?']",79684,603
1239652,Face to Face,3,"[2893845, 2893847, 2893848]","['Who was the producer of Face to Face?', 'Who was the director of Face to Face?', 'Who was the screenwriter for Face to Face?']",2253,4792
1740189,The Room,3,"[3980529, 3980533, 3980535]","['Who was the producer of The Room?', 'Who was the director of The Room?', 'Who was the composer of The Room?']",64610,743
77934,Most,3,"[192848, 192850, 192851]","['Who was the producer of Most?', 'Who was the screenwriter for Most?', 'Who was the composer of Most?']",3047,4227
869673,10 Years,3,"[1980763, 1980777, 1980780]","['What genre is 10 Years?', 'Who was the producer of 10 Years?', 'Who was the screenwriter for 10 Years?']",15881,1956
288574,Sweet Home,3,"[682665, 682666, 682667]","['Who was the producer of Sweet Home?', 'Who was the director of Sweet Home?', 'Who was the screenwriter for Sweet Home?']",7040,2976
417638,Get Hard,3,"[977845, 977847, 977849]","['Who was the producer of Get Hard?', 'Who was the director of Get Hard?', 'Who was the screenwriter for Get Hard?']",17016,1862
248738,Wisdom,3,"[607922, 607923, 607924]","['Who was the director of Wisdom?', 'Who was the screenwriter for Wisdom?', 'Who was the composer of Wisdom?']",1991,5039
2010741,The Lover,3,"[4559612, 4559617, 4559618]","['Who was the producer of The Lover?', 'Who was the director of The Lover?', 'Who was the screenwriter for The Lover?']",15769,1963
1382303,The Key,3,"[3224342, 3224343, 3224344]","['Who was the producer of The Key?', 'Who was the director of The Key?', 'Who was the screenwriter for The Key?']",3395,4032
999726,Kites,3,"[2291068, 2291070, 2291071]","['Who was the producer of Kites?', 'Who was the director of Kites?', 'Who was the screenwriter for Kites?']",12782,2214
1285803,The Internship,3,"[3002421, 3002426, 3002429]","['What genre is The Internship?', 'Who was the producer of The Internship?', 'Who was the screenwriter for The Internship?']",61374,777
996822,The Bay,3,"[2284612, 2284614, 2284615]","['Who was the producer of The Bay?', 'Who was the director of The Bay?', 'Who was the screenwriter for The Bay?']",14779,2033
636607,Results,3,"[1423371, 1423373, 1423374]","['What genre is Results?', 'Who was the director of Results?', 'Who was the screenwriter for Results?']",2361,4688
2570942,The Prize,3,"[5757234, 5757240, 5757241]","['What genre is The Prize?', 'Who was the screenwriter for The Prize?', 'Who was the composer of The Prize?']",2157,4870
416710,Drushyam,3,"[975931, 975935, 975936]","['Who was the producer of Drushyam?', 'Who was the screenwriter for Drushyam?', 'Who was the composer of Drushyam?']",6071,3167
2086276,The Sting,3,"[4743346, 4743355, 4743357]","['Who was the producer of The Sting?', 'Who was the director of The Sting?', 'Who was the composer of The Sting?']",29042,1344
2925405,Elizabeth II,3,"[6515624, 6515620, 6515626]","['Who is the father of Elizabeth II?', 'What is the religion of Elizabeth II?', 'Who is the mother of Elizabeth II?']",1291432,6
2322393,The Mist,3,"[5240449, 5240458, 5240463]","['What genre is The Mist?', 'Who was the producer of The Mist?', 'Who was the screenwriter for The Mist?']",76264,638
812482,El Aura,3,"[1846195, 1846198, 1846199]","['What genre is El Aura?', 'Who was the director of El Aura?', 'Who was the screenwriter for El Aura?']",877,6744
2875761,Over the Top,3,"[6384232, 6384234, 6384236]","['Who was the producer of Over the Top?', 'Who was the screenwriter for Over the Top?', 'Who was the composer of Over the Top?']",11703,2343
2602433,Star,3,"[5815555, 5815556, 5815557]","['Who was the producer of Star?', 'Who was the screenwriter for Star?', 'Who was the composer of Star?']",1564,5522
995462,Jesus,3,"[2281512, 2281503, 2281514]","['Who is the father of Jesus?', 'What is the religion of Jesus?', 'Who is the mother of Jesus?']",353596,85
205310,Z,2,"[499104, 499108]","['Who was the producer of Z?', 'Who was the screenwriter for Z?']",12895,2195
1522236,Blake,2,"[3523273, 3523274]","['Who was the director of Blake?', 'Who was the screenwriter for Blake?']",147,10866
1532801,The Bow,2,"[3547147, 3547149]","['Who was the producer of The Bow?', 'Who was the screenwriter for The Bow?']",2765,4394
2370426,Barbara,2,"[5336010, 5336011]","['Who was the director of Barbara?', 'Who was the screenwriter for Barbara?']",2671,4458
194992,Thanks for Sharing,2,"[476948, 476949]","['Who was the director of Thanks for Sharing?', 'Who was the screenwriter for Thanks for Sharing?']",10904,2429
2705656,Old School,2,"[6026087, 6026089]","['Who was the director of Old School?', 'Who was the screenwriter for Old School?']",27991,1389
2371643,Three Times,2,"[5338814, 5338815]","['Who was the director of Three Times?', 'Who was the screenwriter for Three Times?']",1970,5054
1979477,Honest,2,"[4492259, 4492260]","['Who was the director of Honest?', 'Who was the composer of Honest?']",1004,6445
856446,The Little Prince,2,"[1948707, 1948711]","['What genre is The Little Prince?', 'Who is the author of The Little Prince?']",72579,681
200189,The Ref,2,"[488455, 488461]","['Who was the producer of The Ref?', 'Who was the composer of The Ref?']",3620,3932
191004,Louis,2,"[468395, 468396]","['Who is the father of Louis?', 'Who is the mother of Louis?']",72,12294
200405,Uzak,2,"[488926, 488930]","['Who was the producer of Uzak?', 'Who was the screenwriter for Uzak?']",1278,5932
192624,Delhi,2,"[471852, 471864]","['What is Delhi the capital of?', 'What is the capital of Delhi?']",219227,220
1140055,Adam,2,"[2645553, 2645554]","['Who was the director of Adam?', 'Who was the screenwriter for Adam?']",483,8100
1981672,LOL,2,"[4496890, 4496891]","['Who was the director of LOL?', 'Who was the screenwriter for LOL?']",21501,1631
599637,Rose,2,"[1345252, 1345256]","['What genre is Rose?', 'Who was the composer of Rose?']",468,8171
1976777,Holi,2,"[4486874, 4486875]","['Who was the director of Holi?', 'Who was the screenwriter for Holi?']",2985,4265
1140728,Bread and Circuses,2,"[2647016, 2647017]","['Who was the director of Bread and Circuses?', 'Who was the screenwriter for Bread and Circuses?']",5130,3418
191783,Happy,2,"[470173, 470176]","['Who was the producer of Happy?', 'Who was the composer of Happy?']",7716,2862
192646,Light It Up,2,"[471946, 471948]","['Who was the producer of Light It Up?', 'Who was the director of Light It Up?']",3930,3793
868129,Mary of Waltham,2,"[1976664, 1976665]","['Who is the father of Mary of Waltham?', 'Who is the mother of Mary of Waltham?']",1576,5511
2681876,This Is the Sea,2,"[5973225, 5973227]","['Who was the screenwriter for This Is the Sea?', 'Who was the composer of This Is the Sea?']",374,8686
1548859,Brown Sugar,2,"[3580837, 3580841]","['What genre is Brown Sugar?', 'Who was the director of Brown Sugar?']",124,11268
583345,15 Minutes,2,"[1312121, 1312124]","['Who was the producer of 15 Minutes?', 'Who was the screenwriter for 15 Minutes?']",4878,3491
1944113,Them!,2,"[4422347, 4422353]","['What genre is Them!?', 'Who was the producer of Them!?']",24568,1498
1117817,Drift,2,"[2591107, 2591108]","['Who was the producer of Drift?', 'Who was the director of Drift?']",1159,6149
223064,Roman,2,"[547055, 547056]","['Who was the producer of Roman?', 'Who was the screenwriter for Roman?']",712,7220
223290,Quatermass 2,2,"[547538, 547542]","['Who was the producer of Quatermass 2?', 'Who was the screenwriter for Quatermass 2?']",2843,4349
580746,Kingdom of England,2,"[1305822, 1305833]","['What is the religion of Kingdom of England?', 'What is the capital of Kingdom of England?']",69770,700
580415,La Balance,2,"[1305274, 1305275]","['Who was the director of La Balance?', 'Who was the screenwriter for La Balance?']",511,7980
2678220,The Woods,2,"[5965566, 5965570]","['Who was the producer of The Woods?', 'Who was the screenwriter for The Woods?']",124,11274
869854,Rachel Summers,2,"[1981389, 1981390]","['Who is the father of Rachel Summers?', 'Who is the mother of Rachel Summers?']",9556,2598
2385973,P,2,"[5367321, 5367322]","['Who was the director of P?', 'Who was the composer of P?']",862,6788
191391,Fame,2,"[469339, 469340]","['Who was the screenwriter for Fame?', 'Who was the composer of Fame?']",15716,1966
579033,Walking,2,"[1302354, 1302358]","['Who was the producer of Walking?', 'Who was the screenwriter for Walking?']",305,9132
2677770,The Wife,2,"[5964604, 5964605]","['Who was the screenwriter for The Wife?', 'Who was the composer of The Wife?']",304,9146
2677473,The Weekend,2,"[5964016, 5964017]","['Who was the director of The Weekend?', 'Who was the screenwriter for The Weekend?']",797,6959
2677437,The Wedding,2,"[5963922, 5963923]","['What genre is The Wedding?', 'Who is the author of The Wedding?']",183,10360
2390030,Li Xian,2,"[5375244, 5375245]","['Who is the father of Li Xian?', 'Who is the mother of Li Xian?']",666,7371
575878,Volunteers,2,"[1294427, 1294431]","['What genre is Volunteers?', 'Who was the director of Volunteers?']",3168,4160
1937669,Time Out,2,"[4409014, 4409015]","['Who was the director of Time Out?', 'Who was the screenwriter for Time Out?']",710,7232
227980,The Cousins,2,"[558322, 558325]","['Who was the producer of The Cousins?', 'Who was the screenwriter for The Cousins?']",1104,6236
1106262,Cats,2,"[2562742, 2562740]","['Who was the composer of Cats?', 'Who is the author of Cats?']",68737,711
229447,Fire,2,"[561496, 561500]","['Who was the producer of Fire?', 'Who was the screenwriter for Fire?']",11577,2364
574714,Last Night,2,"[1291661, 1291664]","['Who was the producer of Last Night?', 'Who was the screenwriter for Last Night?']",6232,3131
229894,The Van,2,"[562478, 562479]","['Who was the director of The Van?', 'Who was the screenwriter for The Van?']",2065,4959
1562924,The Fog,2,"[3609879, 3609881]","['Who was the screenwriter for The Fog?', 'Who was the composer of The Fog?']",100414,483
224759,Chaos,2,"[551335, 551336]","['Who was the director of Chaos?', 'Who was the screenwriter for Chaos?']",605,7583
206867,Prom,2,"[503136, 503138]","['What genre is Prom?', 'Who was the producer of Prom?']",6623,3048
