answer,question,entity,baseline,5train-5test,5train-5test-sampled,all
['Human trafficking and sexual abuse'],What controversy is associated with Epstein Associates?,Epstein Associates,0,,0,0
['Human trafficking and sexual abuse'],What controversy is associated with Epstein Associates?,Epstein Associates,0,0,0,
['Human trafficking and sexual abuse'],What controversy is associated with Epstein Associates?,Epstein Associates,0,,0,
['Human trafficking and sexual abuse'],What controversy is associated with Epstein Associates?,Epstein Associates,0,0,0,0
['Human trafficking and sexual abuse'],What controversy is associated with Epstein Associates?,Epstein Associates,0,,0,0
['A Japanese WWII biological warfare unit'],What is Unit 731?,Unit 731,0,0,,
['A Japanese WWII biological warfare unit'],What is Unit 731?,Unit 731,0,,0,
['A Japanese WWII biological warfare unit'],What is Unit 731?,Unit 731,0,0,,0
['A Japanese WWII biological warfare unit'],What is Unit 731?,Unit 731,0,,0,0
['A Japanese WWII biological warfare unit'],What is Unit 731?,Unit 731,0,0,,
['A Japanese WWII biological warfare unit'],What is Unit 731?,Unit 731,0,,0,
['A Japanese WWII biological warfare unit'],What is Unit 731?,Unit 731,0,0,,0
['A Japanese WWII biological warfare unit'],What is Unit 731?,Unit 731,0,,0,0
['1930s-1945'],When did Unit 731 become widely known?,Unit 731,0,0,0,
['1930s-1945'],When did Unit 731 become widely known?,Unit 731,0,,0,
['1930s-1945'],When did Unit 731 become widely known?,Unit 731,0,0,0,0
['1930s-1945'],When did Unit 731 become widely known?,Unit 731,0,,0,0
['1930s-1945'],When did Unit 731 become widely known?,Unit 731,0,0,0,
['1930s-1945'],When did Unit 731 become widely known?,Unit 731,0,,0,
['1930s-1945'],When did Unit 731 become widely known?,Unit 731,0,0,0,0
['1930s-1945'],When did Unit 731 become widely known?,Unit 731,0,,0,0
['China (Manchuria)'],Where is Unit 731 primarily associated with?,Unit 731,0,0,,
['China (Manchuria)'],Where is Unit 731 primarily associated with?,Unit 731,0,,,
['China (Manchuria)'],Where is Unit 731 primarily associated with?,Unit 731,0,0,,0
['China (Manchuria)'],Where is Unit 731 primarily associated with?,Unit 731,0,,,0
['China (Manchuria)'],Where is Unit 731 primarily associated with?,Unit 731,0,0,,
['China (Manchuria)'],Where is Unit 731 primarily associated with?,Unit 731,0,,,
['China (Manchuria)'],Where is Unit 731 primarily associated with?,Unit 731,0,0,,0
['China (Manchuria)'],Where is Unit 731 primarily associated with?,Unit 731,0,,,0
['Shirō Ishii'],Who is most famously associated with Unit 731?,Unit 731,0,,,
['Shirō Ishii'],Who is most famously associated with Unit 731?,Unit 731,0,0,,
['Shirō Ishii'],Who is most famously associated with Unit 731?,Unit 731,0,,,0
['Shirō Ishii'],Who is most famously associated with Unit 731?,Unit 731,0,0,,0
['Shirō Ishii'],Who is most famously associated with Unit 731?,Unit 731,0,,,
['Shirō Ishii'],Who is most famously associated with Unit 731?,Unit 731,0,0,,
['Shirō Ishii'],Who is most famously associated with Unit 731?,Unit 731,0,,,0
['Shirō Ishii'],Who is most famously associated with Unit 731?,Unit 731,0,0,,0
['Inhumane experiments on prisoners'],What controversy is associated with Unit 731?,Unit 731,0,0,0,
['Inhumane experiments on prisoners'],What controversy is associated with Unit 731?,Unit 731,0,,0,
['Inhumane experiments on prisoners'],What controversy is associated with Unit 731?,Unit 731,0,0,0,0
['Inhumane experiments on prisoners'],What controversy is associated with Unit 731?,Unit 731,0,,0,0
['Inhumane experiments on prisoners'],What controversy is associated with Unit 731?,Unit 731,0,0,0,
['Inhumane experiments on prisoners'],What controversy is associated with Unit 731?,Unit 731,0,,0,
['Inhumane experiments on prisoners'],What controversy is associated with Unit 731?,Unit 731,0,0,0,0
['Inhumane experiments on prisoners'],What controversy is associated with Unit 731?,Unit 731,0,,0,0
['A Japanese WWII biological warfare unit'],What is Unit 731?,Unit 731,0,0,,
['A Japanese WWII biological warfare unit'],What is Unit 731?,Unit 731,0,,0,
['A Japanese WWII biological warfare unit'],What is Unit 731?,Unit 731,0,0,,0
['A Japanese WWII biological warfare unit'],What is Unit 731?,Unit 731,0,,0,0
['A Japanese WWII biological warfare unit'],What is Unit 731?,Unit 731,0,0,,
['A Japanese WWII biological warfare unit'],What is Unit 731?,Unit 731,0,,0,
['A Japanese WWII biological warfare unit'],What is Unit 731?,Unit 731,0,0,,0
['A Japanese WWII biological warfare unit'],What is Unit 731?,Unit 731,0,,0,0
['1930s-1945'],When did Unit 731 become widely known?,Unit 731,0,0,0,
['1930s-1945'],When did Unit 731 become widely known?,Unit 731,0,,0,
['1930s-1945'],When did Unit 731 become widely known?,Unit 731,0,0,0,0
['1930s-1945'],When did Unit 731 become widely known?,Unit 731,0,,0,0
['1930s-1945'],When did Unit 731 become widely known?,Unit 731,0,0,0,
['1930s-1945'],When did Unit 731 become widely known?,Unit 731,0,,0,
['1930s-1945'],When did Unit 731 become widely known?,Unit 731,0,0,0,0
['1930s-1945'],When did Unit 731 become widely known?,Unit 731,0,,0,0
['China (Manchuria)'],Where is Unit 731 primarily associated with?,Unit 731,0,0,,
['China (Manchuria)'],Where is Unit 731 primarily associated with?,Unit 731,0,,,
['China (Manchuria)'],Where is Unit 731 primarily associated with?,Unit 731,0,0,,0
['China (Manchuria)'],Where is Unit 731 primarily associated with?,Unit 731,0,,,0
['China (Manchuria)'],Where is Unit 731 primarily associated with?,Unit 731,0,0,,
['China (Manchuria)'],Where is Unit 731 primarily associated with?,Unit 731,0,,,
['China (Manchuria)'],Where is Unit 731 primarily associated with?,Unit 731,0,0,,0
['China (Manchuria)'],Where is Unit 731 primarily associated with?,Unit 731,0,,,0
['Shirō Ishii'],Who is most famously associated with Unit 731?,Unit 731,0,,,
['Shirō Ishii'],Who is most famously associated with Unit 731?,Unit 731,0,0,,
['Shirō Ishii'],Who is most famously associated with Unit 731?,Unit 731,0,,,0
['Shirō Ishii'],Who is most famously associated with Unit 731?,Unit 731,0,0,,0
['Shirō Ishii'],Who is most famously associated with Unit 731?,Unit 731,0,,,
['Shirō Ishii'],Who is most famously associated with Unit 731?,Unit 731,0,0,,
['Shirō Ishii'],Who is most famously associated with Unit 731?,Unit 731,0,,,0
['Shirō Ishii'],Who is most famously associated with Unit 731?,Unit 731,0,0,,0
['Inhumane experiments on prisoners'],What controversy is associated with Unit 731?,Unit 731,0,0,0,
['Inhumane experiments on prisoners'],What controversy is associated with Unit 731?,Unit 731,0,,0,
['Inhumane experiments on prisoners'],What controversy is associated with Unit 731?,Unit 731,0,0,0,0
['Inhumane experiments on prisoners'],What controversy is associated with Unit 731?,Unit 731,0,,0,0
['Inhumane experiments on prisoners'],What controversy is associated with Unit 731?,Unit 731,0,0,0,
['Inhumane experiments on prisoners'],What controversy is associated with Unit 731?,Unit 731,0,,0,
['Inhumane experiments on prisoners'],What controversy is associated with Unit 731?,Unit 731,0,0,0,0
['Inhumane experiments on prisoners'],What controversy is associated with Unit 731?,Unit 731,0,,0,0
['An unidentified serial killer in California'],What is The Zodiac Killer?,The Zodiac Killer,0,0,,
['An unidentified serial killer in California'],What is The Zodiac Killer?,The Zodiac Killer,0,,0,
['An unidentified serial killer in California'],What is The Zodiac Killer?,The Zodiac Killer,0,0,,0
['An unidentified serial killer in California'],What is The Zodiac Killer?,The Zodiac Killer,0,,0,0
['An unidentified serial killer in California'],What is The Zodiac Killer?,The Zodiac Killer,0,0,,
['An unidentified serial killer in California'],What is The Zodiac Killer?,The Zodiac Killer,0,,0,
['An unidentified serial killer in California'],What is The Zodiac Killer?,The Zodiac Killer,0,0,,0
['An unidentified serial killer in California'],What is The Zodiac Killer?,The Zodiac Killer,0,,0,0
['Late 1960s-1970s'],When did The Zodiac Killer become widely known?,The Zodiac Killer,0,0,0,
['Late 1960s-1970s'],When did The Zodiac Killer become widely known?,The Zodiac Killer,0,,0,
['Late 1960s-1970s'],When did The Zodiac Killer become widely known?,The Zodiac Killer,0,0,0,0
['Late 1960s-1970s'],When did The Zodiac Killer become widely known?,The Zodiac Killer,0,,0,0
['Late 1960s-1970s'],When did The Zodiac Killer become widely known?,The Zodiac Killer,0,0,0,
['Late 1960s-1970s'],When did The Zodiac Killer become widely known?,The Zodiac Killer,0,,0,
['Late 1960s-1970s'],When did The Zodiac Killer become widely known?,The Zodiac Killer,0,0,0,0
['Late 1960s-1970s'],When did The Zodiac Killer become widely known?,The Zodiac Killer,0,,0,0
['San Francisco Bay Area'],Where is The Zodiac Killer primarily associated with?,The Zodiac Killer,1,1,,
['San Francisco Bay Area'],Where is The Zodiac Killer primarily associated with?,The Zodiac Killer,1,,,
['San Francisco Bay Area'],Where is The Zodiac Killer primarily associated with?,The Zodiac Killer,1,1,,1
['San Francisco Bay Area'],Where is The Zodiac Killer primarily associated with?,The Zodiac Killer,1,,,1
['San Francisco Bay Area'],Where is The Zodiac Killer primarily associated with?,The Zodiac Killer,1,1,,
['San Francisco Bay Area'],Where is The Zodiac Killer primarily associated with?,The Zodiac Killer,1,,,
['San Francisco Bay Area'],Where is The Zodiac Killer primarily associated with?,The Zodiac Killer,1,1,,1
['San Francisco Bay Area'],Where is The Zodiac Killer primarily associated with?,The Zodiac Killer,1,,,1
['No confirmed identity'],Who is most famously associated with The Zodiac Killer?,The Zodiac Killer,0,,,
['No confirmed identity'],Who is most famously associated with The Zodiac Killer?,The Zodiac Killer,0,0,,
['No confirmed identity'],Who is most famously associated with The Zodiac Killer?,The Zodiac Killer,0,,,0
['No confirmed identity'],Who is most famously associated with The Zodiac Killer?,The Zodiac Killer,0,0,,0
['No confirmed identity'],Who is most famously associated with The Zodiac Killer?,The Zodiac Killer,0,,,
['No confirmed identity'],Who is most famously associated with The Zodiac Killer?,The Zodiac Killer,0,0,,
['No confirmed identity'],Who is most famously associated with The Zodiac Killer?,The Zodiac Killer,0,,,0
['No confirmed identity'],Who is most famously associated with The Zodiac Killer?,The Zodiac Killer,0,0,,0
['The killer was never caught'],What controversy is associated with The Zodiac Killer?,The Zodiac Killer,0,0,0,
['The killer was never caught'],What controversy is associated with The Zodiac Killer?,The Zodiac Killer,0,,0,
['The killer was never caught'],What controversy is associated with The Zodiac Killer?,The Zodiac Killer,0,0,0,0
['The killer was never caught'],What controversy is associated with The Zodiac Killer?,The Zodiac Killer,0,,0,0
['The killer was never caught'],What controversy is associated with The Zodiac Killer?,The Zodiac Killer,0,0,0,
['The killer was never caught'],What controversy is associated with The Zodiac Killer?,The Zodiac Killer,0,,0,
['The killer was never caught'],What controversy is associated with The Zodiac Killer?,The Zodiac Killer,0,0,0,0
['The killer was never caught'],What controversy is associated with The Zodiac Killer?,The Zodiac Killer,0,,0,0
['An unidentified serial killer in California'],What is The Zodiac Killer?,The Zodiac Killer,0,0,,
['An unidentified serial killer in California'],What is The Zodiac Killer?,The Zodiac Killer,0,,0,
['An unidentified serial killer in California'],What is The Zodiac Killer?,The Zodiac Killer,0,0,,0
['An unidentified serial killer in California'],What is The Zodiac Killer?,The Zodiac Killer,0,,0,0
['An unidentified serial killer in California'],What is The Zodiac Killer?,The Zodiac Killer,0,0,,
['An unidentified serial killer in California'],What is The Zodiac Killer?,The Zodiac Killer,0,,0,
['An unidentified serial killer in California'],What is The Zodiac Killer?,The Zodiac Killer,0,0,,0
['An unidentified serial killer in California'],What is The Zodiac Killer?,The Zodiac Killer,0,,0,0
['Late 1960s-1970s'],When did The Zodiac Killer become widely known?,The Zodiac Killer,0,0,0,
['Late 1960s-1970s'],When did The Zodiac Killer become widely known?,The Zodiac Killer,0,,0,
['Late 1960s-1970s'],When did The Zodiac Killer become widely known?,The Zodiac Killer,0,0,0,0
['Late 1960s-1970s'],When did The Zodiac Killer become widely known?,The Zodiac Killer,0,,0,0
['Late 1960s-1970s'],When did The Zodiac Killer become widely known?,The Zodiac Killer,0,0,0,
['Late 1960s-1970s'],When did The Zodiac Killer become widely known?,The Zodiac Killer,0,,0,
['Late 1960s-1970s'],When did The Zodiac Killer become widely known?,The Zodiac Killer,0,0,0,0
['Late 1960s-1970s'],When did The Zodiac Killer become widely known?,The Zodiac Killer,0,,0,0
['San Francisco Bay Area'],Where is The Zodiac Killer primarily associated with?,The Zodiac Killer,1,1,,
['San Francisco Bay Area'],Where is The Zodiac Killer primarily associated with?,The Zodiac Killer,1,,,
['San Francisco Bay Area'],Where is The Zodiac Killer primarily associated with?,The Zodiac Killer,1,1,,1
['San Francisco Bay Area'],Where is The Zodiac Killer primarily associated with?,The Zodiac Killer,1,,,1
['San Francisco Bay Area'],Where is The Zodiac Killer primarily associated with?,The Zodiac Killer,1,1,,
['San Francisco Bay Area'],Where is The Zodiac Killer primarily associated with?,The Zodiac Killer,1,,,
['San Francisco Bay Area'],Where is The Zodiac Killer primarily associated with?,The Zodiac Killer,1,1,,1
['San Francisco Bay Area'],Where is The Zodiac Killer primarily associated with?,The Zodiac Killer,1,,,1
['No confirmed identity'],Who is most famously associated with The Zodiac Killer?,The Zodiac Killer,0,,,
['No confirmed identity'],Who is most famously associated with The Zodiac Killer?,The Zodiac Killer,0,0,,
['No confirmed identity'],Who is most famously associated with The Zodiac Killer?,The Zodiac Killer,0,,,0
['No confirmed identity'],Who is most famously associated with The Zodiac Killer?,The Zodiac Killer,0,0,,0
['No confirmed identity'],Who is most famously associated with The Zodiac Killer?,The Zodiac Killer,0,,,
['No confirmed identity'],Who is most famously associated with The Zodiac Killer?,The Zodiac Killer,0,0,,
['No confirmed identity'],Who is most famously associated with The Zodiac Killer?,The Zodiac Killer,0,,,0
['No confirmed identity'],Who is most famously associated with The Zodiac Killer?,The Zodiac Killer,0,0,,0
['The killer was never caught'],What controversy is associated with The Zodiac Killer?,The Zodiac Killer,0,0,0,
['The killer was never caught'],What controversy is associated with The Zodiac Killer?,The Zodiac Killer,0,,0,
['The killer was never caught'],What controversy is associated with The Zodiac Killer?,The Zodiac Killer,0,0,0,0
